Dataset	Genome_replicon	AMR_annotation_count
High complexity	GCF_014279875.1	2
High complexity	GCF_014279895.1	2
High complexity	GCF_014279955.1	4
High complexity	GCF_014279975.1	3
High complexity	GCF_014279995.1	3
High complexity	GCF_014280095.1	3
High complexity	GCF_014280115.1	2
High complexity	GCF_014280175.1	2
High complexity	GCF_014280195.1	2
High complexity	GCF_014280215.1	2
High complexity	GCF_014280235.1	2
High complexity	GCF_014280435.1	2
High complexity	GCF_014280875.1	2
High complexity	GCF_014297575.1	1
High complexity	GCF_014297595.1	1
High complexity	GCF_014298075.1	30
High complexity	GCF_014302295.1	5
High complexity	GCF_014302635.1	2
High complexity	GCF_014302995.1	4
High complexity	GCF_014303735.1	2
High complexity	GCF_014303795.1	16
High complexity	GCF_014303955.1	11
High complexity	GCF_014304795.1	3
High complexity	GCF_014304815.1	3
High complexity	GCF_014334055.1	7
High complexity	GCF_014334095.1	1
High complexity	GCF_014334115.1	1
High complexity	GCF_014334135.1	5
High complexity	GCF_014334735.1	1
High complexity	GCF_014337175.1	6
High complexity	GCF_014337195.1	9
High complexity	GCF_014352855.1	1
High complexity	GCF_014353015.1	3
High complexity	GCF_014353055.1	2
High complexity	GCF_014385225.1	10
High complexity	GCF_014395225.1	3
High complexity	GCF_014395425.1	2
High complexity	GCF_014395785.1	2
High complexity	GCF_014395975.1	2
High complexity	GCF_014396385.1	1
High complexity	GCF_014396585.1	1
High complexity	GCF_014400405.1	1
High complexity	GCF_014467055.1	8
High complexity	GCF_014483895.1	3
High complexity	GCF_014489475.1	3
High complexity	GCF_014489495.1	1
High complexity	GCF_014489535.1	1
High complexity	GCF_014489575.1	2
High complexity	GCF_014489595.1	4
High complexity	GCF_014489615.1	3
High complexity	GCF_014489635.1	4
High complexity	GCF_014489805.1	8
High complexity	GCF_014490055.1	6
High complexity	GCF_014490555.1	2
High complexity	GCF_014490575.1	1
High complexity	GCF_014490785.1	25
High complexity	GCF_014493605.1	1
High complexity	GCF_014495705.1	6
High complexity	GCF_014495845.1	1
High complexity	GCF_014495885.1	12
High complexity	GCF_014495905.1	4
High complexity	GCF_014522285.1	1
High complexity	GCF_014525405.1	2
High complexity	GCF_014529625.1	2
High complexity	GCF_014595995.2	2
High complexity	GCF_014621695.1	4
High complexity	GCF_014621775.1	2
High complexity	GCF_014635145.1	2
High complexity	GCF_014635485.1	1
High complexity	GCF_014637265.1	2
High complexity	GCF_014638185.1	4
High complexity	GCF_014638565.1	1
High complexity	GCF_014638675.1	2
High complexity	GCF_014640135.1	5
High complexity	GCF_014640215.1	4
High complexity	GCF_014640475.1	4
High complexity	GCF_014640575.1	11
High complexity	GCF_014640695.1	5
High complexity	GCF_014642715.1	5
High complexity	GCF_014644575.1	5
High complexity	GCF_014644735.1	1
High complexity	GCF_014645275.1	2
High complexity	GCF_014646175.1	2
High complexity	GCF_014646495.1	1
High complexity	GCF_014649315.1	3
High complexity	GCF_014649395.1	7
High complexity	GCF_014649555.1	6
High complexity	GCF_014650315.1	5
High complexity	GCF_014650375.1	1
High complexity	GCF_014650515.1	6
High complexity	GCF_014650835.1	5
High complexity	GCF_014650935.1	7
High complexity	GCF_014651415.1	7
High complexity	GCF_014651435.1	6
High complexity	GCF_014651555.1	5
High complexity	GCF_014652255.1	2
High complexity	GCF_014652515.1	1
High complexity	GCF_014652775.1	3
High complexity	GCF_014653255.1	5
High complexity	GCF_014653855.1	5
High complexity	GCF_014656155.1	5
High complexity	GCF_014672695.1	2
High complexity	GCF_014672715.2	2
High complexity	GCF_014673495.1	2
High complexity	GCF_014678725.1	2
High complexity	GCF_014679145.1	2
High complexity	GCF_014679505.1	2
High complexity	GCF_014680085.1	6
High complexity	GCF_014692875.1	3
High complexity	GCF_014697215.1	4
High complexity	GCF_014701095.1	4
High complexity	GCF_014701195.1	1
High complexity	GCF_014701235.1	1
High complexity	GCF_014764365.1	2
High complexity	GCF_014764385.1	2
High complexity	GCF_014764405.1	1
High complexity	GCF_014764445.1	1
High complexity	GCF_014789585.1	1
High complexity	GCF_014789785.1	2
High complexity	GCF_014838715.1	4
High complexity	GCF_014840935.1	2
High complexity	GCF_014843355.1	14
High complexity	GCF_014843375.1	2
High complexity	GCF_014843395.1	5
High complexity	GCF_014843515.1	12
High complexity	GCF_014844015.1	5
High complexity	GCF_014844035.1	4
High complexity	GCF_014844055.1	2
High complexity	GCF_014844075.1	12
High complexity	GCF_014844175.1	7
High complexity	GCF_014852565.2	6
High complexity	GCF_014863505.1	9
High complexity	GCF_014863545.1	16
High complexity	GCF_014863585.1	9
High complexity	GCF_014863605.1	9
High complexity	GCF_014873115.1	14
High complexity	GCF_014878205.1	9
High complexity	GCF_014883915.1	2
High complexity	GCF_014890515.1	6
High complexity	GCF_014896655.1	2
High complexity	GCF_014897395.1	5
High complexity	GCF_014897605.1	2
High complexity	GCF_014898155.1	2
High complexity	GCF_014898175.1	2
High complexity	GCF_014898195.1	1
High complexity	GCF_014899185.1	1
High complexity	GCF_014926585.1	1
High complexity	GCF_014931565.1	11
High complexity	GCF_014931605.1	3
High complexity	GCF_014960965.1	1
High complexity	GCF_014961145.1	1
High complexity	GCF_014961315.1	2
High complexity	GCF_015024185.1	1
High complexity	GCF_015034585.1	2
High complexity	GCF_015040095.1	7
High complexity	GCF_015040335.1	2
High complexity	GCF_015040615.1	3
High complexity	GCF_015062615.1	3
High complexity	GCF_015074805.1	1
High complexity	GCF_015097055.1	2
High complexity	GCF_015101885.1	2
High complexity	GCF_015140235.1	6
High complexity	GCF_015140455.1	6
High complexity	GCF_015159875.1	3
High complexity	GCF_015160855.1	8
High complexity	GCF_015160875.1	6
High complexity	GCF_015169395.1	1
High complexity	GCF_015169775.1	1
High complexity	GCF_015209725.1	2
High complexity	GCF_015209745.1	1
High complexity	GCF_015209765.1	2
High complexity	GCF_015230315.1	14
High complexity	GCF_015240065.1	1
High complexity	GCF_015240255.1	1
High complexity	GCF_015277515.1	3
High complexity	GCF_015277535.1	2
High complexity	GCF_015277575.1	11
High complexity	GCF_015277775.1	4
High complexity	GCF_015277815.1	1
High complexity	GCF_015277855.1	3
High complexity	GCF_015277875.1	1
High complexity	GCF_015277895.1	1
High complexity	GCF_015291305.1	4
High complexity	GCF_015291565.1	5
High complexity	GCF_015291625.1	4
High complexity	GCF_015291645.1	4
High complexity	GCF_015291665.1	5
High complexity	GCF_015291685.1	5
High complexity	GCF_015291725.1	5
High complexity	GCF_015291745.1	5
High complexity	GCF_015291765.1	7
High complexity	GCF_015326965.1	24
High complexity	GCF_015327065.1	3
High complexity	GCF_015353075.1	4
High complexity	GCF_015477105.1	2
High complexity	GCF_015500055.1	1
High complexity	GCF_015500075.1	4
High complexity	GCF_015500095.1	2
High complexity	GCF_015556285.1	2
High complexity	GCF_015624425.1	7
High complexity	GCF_015624465.1	5
High complexity	GCF_015624485.1	5
High complexity	GCF_015624505.1	5
High complexity	GCF_015644725.1	5
High complexity	GCF_015654185.1	3
High complexity	GCF_015679185.1	2
High complexity	GCF_015679265.1	4
High complexity	GCF_015689475.1	1
High complexity	GCF_015693305.1	1
High complexity	GCF_015694455.1	4
High complexity	GCF_015709435.1	4
High complexity	GCF_015710575.1	2
High complexity	GCF_015710995.1	7
High complexity	GCF_015711015.1	4
High complexity	GCF_015711475.1	1
High complexity	GCF_015767575.1	2
High complexity	GCF_015767595.1	4
High complexity	GCF_015767635.1	5
High complexity	GCF_015832135.1	1
High complexity	GCF_015840335.1	2
High complexity	GCF_015840525.1	2
High complexity	GCF_015840715.1	2
High complexity	GCF_015840915.1	2
High complexity	GCF_015841355.1	3
High complexity	GCF_015871245.1	2
High complexity	GCF_015871485.1	2
High complexity	GCF_015910445.1	6
High complexity	GCF_015992245.1	5
High complexity	GCF_016008985.1	5
High complexity	GCF_016009175.1	6
High complexity	GCF_016025255.1	1
High complexity	GCF_016026395.1	12
High complexity	GCF_016027455.1	8
High complexity	GCF_016031615.1	4
High complexity	GCF_016094345.1	6
High complexity	GCF_016102525.1	1
High complexity	GCF_016128195.1	6
High complexity	GCF_016132525.1	4
High complexity	GCF_016132545.1	2
High complexity	GCF_016134045.1	1
High complexity	GCF_016237035.1	18
High complexity	GCF_016267665.1	1
High complexity	GCF_016313185.1	5
High complexity	GCF_016337145.1	4
High complexity	GCF_016403105.1	2
High complexity	GCF_016403265.1	9
High complexity	GCF_016405605.1	8
High complexity	GCF_016406125.1	3
High complexity	GCF_016406165.1	6
High complexity	GCF_016446285.1	2
High complexity	GCF_016446395.1	2
High complexity	GCF_016457235.1	1
High complexity	GCF_016464715.1	5
High complexity	GCF_016495405.1	3
High complexity	GCF_016495725.1	6
High complexity	GCF_016583785.1	5
High complexity	GCF_016584135.1	2
High complexity	GCF_016591715.1	2
High complexity	GCF_016592015.1	2
High complexity	GCF_016593255.1	2
High complexity	GCF_016598535.1	4
High complexity	GCF_016598575.1	2
High complexity	GCF_016598595.1	3
High complexity	GCF_016598615.1	6
High complexity	GCF_016598775.1	2
High complexity	GCF_016599735.1	53
High complexity	GCF_016605905.1	7
High complexity	GCF_016613475.2	7
High complexity	GCF_016613535.2	3
High complexity	GCF_016615645.1	12
High complexity	GCF_016615815.1	2
High complexity	GCF_016615955.1	3
High complexity	GCF_016616095.2	3
High complexity	GCF_016617715.1	3
High complexity	GCF_016622125.1	6
High complexity	GCF_016626125.1	1
High complexity	GCF_016629505.1	1
High complexity	GCF_016629525.1	1
High complexity	GCF_016638705.1	8
High complexity	GCF_016653635.2	4
High complexity	GCF_016656965.1	1
High complexity	GCF_016694895.1	1
High complexity	GCF_016695385.1	8
High complexity	GCF_016698645.1	2
High complexity	GCF_016724865.1	5
High complexity	GCF_016725645.1	4
High complexity	GCF_016743815.1	2
High complexity	GCF_016745095.1	1
High complexity	GCF_016756395.1	3
High complexity	GCF_016756475.1	4
High complexity	GCF_016756495.1	3
High complexity	GCF_016756515.1	3
High complexity	GCF_016756535.1	4
High complexity	GCF_016756555.1	3
High complexity	GCF_016756575.1	3
High complexity	GCF_016756595.1	3
High complexity	GCF_016756615.1	3
High complexity	GCF_016756635.1	3
High complexity	GCF_016756815.1	1
High complexity	GCF_016765655.2	3
High complexity	GCF_016772255.1	5
High complexity	GCF_016772275.1	11
High complexity	GCF_016772375.1	12
High complexity	GCF_016772395.1	3
High complexity	GCF_016803985.1	2
High complexity	GCF_016804005.1	4
High complexity	GCF_016804325.1	3
High complexity	GCF_016805985.1	2
High complexity	GCF_016806125.1	1
High complexity	GCF_016806835.2	5
High complexity	GCF_016807805.1	5
High complexity	GCF_016811915.1	9
High complexity	GCF_016811995.1	35
High complexity	GCF_016836745.1	8
High complexity	GCF_016839145.1	2
High complexity	GCF_016839225.1	5
High complexity	GCF_016858125.1	2
High complexity	GCF_016860545.1	1
High complexity	GCF_016861355.2	6
High complexity	GCF_016862135.1	6
High complexity	GCF_016862415.1	6
High complexity	GCF_016864195.1	1
High complexity	GCF_016864235.1	2
High complexity	GCF_016864375.1	7
High complexity	GCF_016864555.1	5
High complexity	GCF_016864575.1	4
High complexity	GCF_016865235.1	4
High complexity	GCF_016865255.1	4
High complexity	GCF_016865365.1	6
High complexity	GCF_016865425.1	7
High complexity	GCF_016865485.1	5
High complexity	GCF_016865525.2	9
High complexity	GCF_016887565.1	9
High complexity	GCF_016887885.1	7
High complexity	GCF_016889285.1	2
High complexity	GCF_016889465.1	1
High complexity	GCF_016889705.1	5
High complexity	GCF_016889805.1	2
High complexity	GCF_016889985.1	5
High complexity	GCF_016894345.1	4
High complexity	GCF_016894385.1	5
High complexity	GCF_016894445.1	5
High complexity	GCF_016899425.1	9
High complexity	GCF_016899445.1	9
High complexity	GCF_016900975.1	1
High complexity	GCF_016901135.1	5
High complexity	GCF_016903055.1	3
High complexity	GCF_016907155.1	2
High complexity	GCF_016916895.1	5
High complexity	GCF_016917355.1	4
High complexity	GCF_016918765.2	4
High complexity	GCF_016919265.1	5
High complexity	GCF_016919305.1	1
High complexity	GCF_016919385.1	2
High complexity	GCF_016919405.1	7
High complexity	GCF_016919445.1	9
High complexity	GCF_016919485.1	4
High complexity	GCF_016919685.1	5
High complexity	GCF_016919705.1	3
High complexity	GCF_016921115.1	2
High complexity	GCF_016924835.1	1
High complexity	GCF_016925495.1	5
High complexity	GCF_016925515.1	4
High complexity	GCF_016925535.1	3
High complexity	GCF_016925575.1	5
High complexity	GCF_016925615.1	6
High complexity	GCF_016925655.1	2
High complexity	GCF_016925675.1	8
High complexity	GCF_017068255.1	3
High complexity	GCF_017068295.1	4
High complexity	GCF_017068375.1	5
High complexity	GCF_017068395.1	5
High complexity	GCF_017084525.1	4
High complexity	GCF_017086365.1	8
High complexity	GCF_017086445.1	2
High complexity	GCF_017086465.1	3
High complexity	GCF_017161115.1	5
High complexity	GCF_017161405.1	2
High complexity	GCF_017161445.1	4
High complexity	GCF_017167425.1	5
High complexity	GCF_017220215.1	4
High complexity	GCF_017298635.1	3
High complexity	GCF_017301335.1	2
High complexity	GCF_017301635.1	6
High complexity	GCF_017301735.1	8
High complexity	GCF_017302985.1	3
High complexity	GCF_017304095.1	1
High complexity	GCF_017304535.1	6
High complexity	GCF_017306535.1	3
High complexity	GCF_017309045.1	4
High complexity	GCF_017309955.1	3
High complexity	GCF_017309975.1	1
High complexity	GCF_017309995.1	4
High complexity	GCF_017310015.1	1
High complexity	GCF_017310035.1	2
High complexity	GCF_017310525.1	1
High complexity	GCF_017311125.1	5
High complexity	GCF_017338855.1	2
High complexity	GCF_017352115.1	4
High complexity	GCF_017352335.1	5
High complexity	GCF_017354965.1	4
High complexity	GCF_017354985.1	4
High complexity	GCF_017355755.1	1
High complexity	GCF_017357045.1	2
High complexity	GCF_017357425.1	2
High complexity	GCF_017358145.1	3
High complexity	GCF_017377395.1	3
High complexity	GCF_017377875.1	3
High complexity	GCF_017378515.1	1
High complexity	GCF_017487345.1	2
High complexity	GCF_017487405.1	1
High complexity	GCF_017488845.2	7
High complexity	GCF_017493175.3	4
High complexity	GCF_017498505.1	8
High complexity	GCF_017498525.1	2
High complexity	GCF_017498545.1	4
High complexity	GCF_017498565.1	1
High complexity	GCF_017526105.1	7
High complexity	GCF_017569205.1	6
High complexity	GCF_017569225.1	4
High complexity	GCF_017569325.2	4
High complexity	GCF_017569925.1	12
High complexity	GCF_017577205.1	3
High complexity	GCF_017577685.1	1
High complexity	GCF_017585205.1	1
High complexity	GCF_017599015.1	4
High complexity	GCF_017603605.1	1
High complexity	GCF_017603825.1	3
High complexity	GCF_017607425.1	4
High complexity	GCF_017614955.1	7
High complexity	GCF_017614965.1	5
High complexity	GCF_017638445.1	1
High complexity	GCF_017639205.1	8
High complexity	GCF_017654485.1	2
High complexity	GCF_017654605.1	2
High complexity	GCF_017656075.1	5
High complexity	GCF_017671885.1	11
High complexity	GCF_017742835.1	5
High complexity	GCF_017742995.1	5
High complexity	GCF_017788805.1	5
High complexity	GCF_017795125.1	3
High complexity	GCF_017795745.1	3
High complexity	GCF_017798165.1	1
High complexity	GCF_017815535.1	1
High complexity	GCF_017848875.1	2
High complexity	GCF_017848955.1	4
High complexity	GCF_017868775.1	5
High complexity	GCF_017868935.1	6
High complexity	GCF_017873105.1	6
High complexity	GCF_017874495.1	4
High complexity	GCF_017876695.1	3
High complexity	GCF_017894365.1	1
High complexity	GCF_017894385.1	3
High complexity	GCF_017901175.1	1
High complexity	GCF_017915135.1	4
High complexity	GCF_017933115.1	3
High complexity	GCF_017933235.1	6
High complexity	GCF_017933255.1	5
High complexity	GCF_017939665.1	2
High complexity	GCF_017945865.1	1
High complexity	GCF_017948265.1	3
High complexity	GCF_017948325.1	1
High complexity	GCF_017968845.1	1
High complexity	GCF_017968885.1	8
High complexity	GCF_017979945.1	2
High complexity	GCF_018024495.1	2
High complexity	GCF_018069475.1	2
High complexity	GCF_018069625.1	1
High complexity	GCF_018069705.1	1
High complexity	GCF_018118585.1	10
High complexity	GCF_018127745.1	2
High complexity	GCF_018128285.1	1
High complexity	GCF_018128485.1	1
High complexity	GCF_018128905.1	8
High complexity	GCF_018128945.1	10
High complexity	GCF_018131005.1	3
High complexity	GCF_018135625.1	4
High complexity	GCF_018137945.1	4
High complexity	GCF_018137965.1	3
High complexity	GCF_018138145.1	11
High complexity	GCF_018140925.1	4
High complexity	GCF_018141005.1	12
High complexity	GCF_018141525.1	4
High complexity	GCF_018141545.1	6
High complexity	GCF_018199995.1	5
High complexity	GCF_018200035.1	2
High complexity	GCF_018207515.1	7
High complexity	GCF_018208375.1	1
High complexity	GCF_018223725.1	8
High complexity	GCF_018223845.1	8
High complexity	GCF_018228725.1	7
High complexity	GCF_018243235.1	3
High complexity	GCF_018255755.1	7
High complexity	GCF_018263855.1	10
High complexity	GCF_018278905.1	7
High complexity	GCF_018279705.1	5
High complexity	GCF_018286635.1	2
High complexity	GCF_018288855.1	13
High complexity	GCF_018304665.1	1
