<<<<<<< HEAD
name	taxid	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	percent_total_reads	accn
Flavobacterium sp. IMCC34518	3003623	S	173	674	847	1.00E-05	1.00E-03	GCF_027111095.2
Flavobacterium sp. CECT 9288	2845819	S	149	250	399	1.00E-05	1.00E-03	GCF_918731615.1
Flavobacterium sp. I3-2	2748319	S	127	233	360	1.00E-05	1.00E-03	GCF_013389595.1
Flavobacterium sp. CHNK8	2871165	S	119	208	327	1.00E-05	1.00E-03	GCF_019774515.1
Flavobacterium gilvum	1492737	S	823	60	883	1.00E-05	1.00E-03	GCF_001761465.1
Flavobacterium marginilacus	3003256	S	697	54	751	1.00E-05	1.00E-03	GCF_026870155.1
Flavobacterium eburneipallidum	3003263	S	689	46	735	1.00E-05	1.00E-03	GCF_027111355.2
Flavobacterium aestivum	3003257	S	566	47	613	1.00E-05	1.00E-03	GCF_026870175.2
Flavobacterium pallidum	2172098	S	547	25	572	1.00E-05	1.00E-03	GCF_003097535.1
Flavobacterium pectinovorum	29533	S	516	79	595	1.00E-05	1.00E-03	GCF_030505355.1
Flavobacterium magnum	2162713	S	512	24	536	1.00E-05	1.00E-03	GCF_003055625.1
Flavobacterium album	2175091	S	472	15	487	1.00E-05	1.00E-03	GCF_003096035.1
Flavobacterium nackdongense	2547394	S	471	23	494	1.00E-05	1.00E-03	GCF_004355225.1
Flavobacterium johnsoniae	986	S	446	416	862	1.00E-05	1.00E-03	GCF_030388325.1
Flavobacterium anhuiense	459526	S	404	100	504	1.00E-05	1.00E-03	GCF_023612075.1
Flavobacterium sangjuense	2518177	S	359	15	374	1.00E-05	1.00E-03	GCF_004797125.1
Flavobacterium commune	1306519	S	352	33	385	1.00E-05	1.00E-03	GCF_001857965.1
Flavobacterium bizetiae	2704140	S	343	76	419	1.00E-05	1.00E-03	GCF_024271895.1
Flavobacterium endoglycinae	2816357	S	335	39	374	1.00E-05	1.00E-03	GCF_017352115.1
Flavobacterium gelatinilyticum	3003260	S	310	56	366	1.00E-05	1.00E-03	GCF_027111295.1
Flavobacterium lacustre	3016339	S	296	29	325	1.00E-05	1.00E-03	GCF_027474525.2
Flavobacterium flavigenum	3003258	S	255	70	325	1.00E-05	1.00E-03	GCF_027111255.2
Flavobacterium gyeonganense	1310418	S	254	70	324	1.00E-05	1.00E-03	GCF_029625295.1
Flavobacterium luteolum	3003259	S	199	125	324	1.00E-05	1.00E-03	GCF_027111275.1
Flavobacterium sediminis	2201181	S	155	234	389	1.00E-05	1.00E-03	GCF_003148385.1
Flavobacterium praedii	3002900	S	149	580	729	1.00E-05	1.00E-03	GCF_026810365.1
Muricauda sp.	192149	S	226	135	361	1.00E-05	1.00E-03	GCF_028282265.1
Muricauda oceani	2698672	S	230	103	333	1.00E-05	1.00E-03	GCF_019457985.1
Christiangramia flava	1486245	S	300	77	377	1.00E-05	1.00E-03	GCF_913045485.1
Sinomicrobium kalidii	2900738	S	360	4	364	1.00E-05	1.00E-03	GCF_021183825.1
Amniculibacterium sp. G2-70	2767188	S	138	248	386	1.00E-05	1.00E-03	GCF_014353055.1
Chryseobacterium sp.	1871047	S	275	53	328	1.00E-05	1.00E-03	GCF_032002265.1
Chryseobacterium indologenes	253	S	517	253	770	1.00E-05	1.00E-03	GCF_030328245.1
Chryseobacterium camelliae	1265445	S	372	170	542	1.00E-05	1.00E-03	GCF_031454395.1
Chryseobacterium suipulveris	2929800	S	357	211	568	1.00E-05	1.00E-03	GCF_022811685.1
Chryseobacterium taklimakanense	536441	S	342	165	507	1.00E-05	1.00E-03	GCF_943912625.1
Chryseobacterium arthrosphaerae	651561	S	289	141	430	1.00E-05	1.00E-03	GCF_032108405.1
Chryseobacterium gleum	250	S	141	200	341	1.00E-05	1.00E-03	GCF_032061445.1
Chryseobacterium bernardetii	1241978	S	56	417	473	1.00E-05	1.00E-03	GCF_031454675.1
Epilithonimonas vandammei	2487072	S	160	302	462	1.00E-05	1.00E-03	GCF_032106205.1
Elizabethkingia anophelis	1117645	S	261	235	496	1.00E-05	1.00E-03	GCF_028898485.1
Ornithobacterium rhinotracheale	28251	S	283	284	567	1.00E-05	1.00E-03	GCF_024722395.1
Cruoricaptor ignavus	1118202	S	305	111	416	1.00E-05	1.00E-03	GCF_014961145.1
Blattabacterium cuenoti	1653831	S	542	50	592	1.00E-05	1.00E-03	GCF_014252515.1
Chitinophaga alhagiae	2203219	S	781	0	781	1.00E-05	1.00E-03	GCF_003568665.1
Chitinophaga agri	2703787	S	705	39	744	1.00E-05	1.00E-03	GCF_010093065.1
Chitinophaga caeni	2029983	S	566	32	598	1.00E-05	1.00E-03	GCF_002557795.1
Arachidicoccus sp. BS20	1850526	S	688	143	831	1.00E-05	1.00E-03	GCF_001659705.1
Arachidicoccus sp. B3-10	2545455	S	345	3	348	1.00E-05	1.00E-03	GCF_004337365.2
Arachidicoccus soli	2341117	S	504	27	531	1.00E-05	1.00E-03	GCF_003600625.1
Arachidicoccus terrestris	2875539	S	441	35	476	1.00E-05	1.00E-03	GCF_020042345.1
Arachidicoccus ginsenosidivorans	496057	S	412	40	452	1.00E-05	1.00E-03	GCF_007971385.1
Ferruginibacter lapsinanis	563172	S	872	50	922	1.00E-05	1.00E-03	GCF_020783315.1
Niabella ginsenosidivorans	1176587	S	782	29	811	1.00E-05	1.00E-03	GCF_001654455.1
Phnomibacter ginsenosidimutans	2676868	S	769	68	837	1.00E-05	1.00E-03	GCF_009740285.1
Thermoflavifilum sp.	1968839	S	737	6	743	1.00E-05	1.00E-03	GCF_014961315.1
Sediminibacterium sp. TEGAF015	575378	S	522	53	575	1.00E-05	1.00E-03	GCF_025997995.1
Longitalea sp. SCSIO 12813	3069118	S	324	1	325	1.00E-05	1.00E-03	GCF_030845195.1
Alistipes indistinctus	626932	S	886	80	966	1.00E-05	1.00E-03	GCF_959605895.1
Bacteroides thetaiotaomicron	818	S	430	178	608	1.00E-05	1.00E-03	GCF_032452915.1
Bacteroides salyersiae	291644	S	285	247	532	1.00E-05	1.00E-03	GCF_031172035.1
Bacteroides stercoris	46506	S	263	283	546	1.00E-05	1.00E-03	GCF_028528175.1
Bacteroides eggerthii	28111	S	241	242	483	1.00E-05	1.00E-03	GCF_030371675.1
Bacteroides cellulosilyticus	246787	S	227	199	426	1.00E-05	1.00E-03	GCF_032144155.1
Bacteroides zoogleoformans	28119	S	208	246	454	1.00E-05	1.00E-03	GCF_938041125.1
Bacteroides faecis	674529	S	190	149	339	1.00E-05	1.00E-03	GCF_028561815.1
Bacteroides uniformis	820	S	182	315	497	1.00E-05	1.00E-03	GCF_032463865.1
Bacteroides xylanisolvens	371601	S	169	370	539	1.00E-05	1.00E-03	GCF_029369765.1
Bacteroides ovatus	28116	S	98	278	376	1.00E-05	1.00E-03	GCF_032490535.1
Phocaeicola salanitronis	376805	S	421	159	580	1.00E-05	1.00E-03	GCF_030373885.1
Prevotella communis	2913614	S	355	18	373	1.00E-05	1.00E-03	GCF_022024175.1
Prevotella denticola	28129	S	349	91	440	1.00E-05	1.00E-03	GCF_963553365.1
Prevotella multiformis	282402	S	289	105	394	1.00E-05	1.00E-03	GCF_963535125.1
Prevotella melaninogenica	28132	S	278	101	379	1.00E-05	1.00E-03	GCF_963524475.1
Prevotella intermedia	28131	S	234	141	375	1.00E-05	1.00E-03	GCF_023148185.1
Paraprevotella clara	454154	S	152	183	335	1.00E-05	1.00E-03	GCF_959599775.1
Paraprevotella xylaniphila	454155	S	151	187	338	1.00E-05	1.00E-03	GCF_959602145.1
Hoylesella buccalis	28127	S	173	200	373	1.00E-05	1.00E-03	GCF_963512625.1
Parabacteroides goldsteinii	328812	S	345	78	423	1.00E-05	1.00E-03	GCF_948742315.1
Parabacteroides merdae	46503	S	254	274	528	1.00E-05	1.00E-03	GCF_028329455.1
Parabacteroides chongii	2685834	S	246	112	358	1.00E-05	1.00E-03	GCF_029581355.1
Parabacteroides johnsonii	387661	S	245	182	427	1.00E-05	1.00E-03	GCF_959602295.1
Tannerella serpentiformis	712710	S	931	21	952	1.00E-05	1.00E-03	GCF_001717525.2
Tannerella forsythia	28112	S	427	83	510	1.00E-05	1.00E-03	GCF_963540305.1
Duncaniella sp. C9	2530392	S	3	437	440	1.00E-05	1.00E-03	GCF_004803935.1
Muribaculum gordoncarteri	2530390	S	349	27	376	1.00E-05	1.00E-03	GCF_947625035.1
Paramuribaculum intestinale	2094151	S	535	28	563	1.00E-05	1.00E-03	GCF_030759015.1
Porphyromonas sp. oral taxon 275	712435	S	930	27	957	1.00E-05	1.00E-03	GCF_018127745.1
Petrimonas mucosa	1642646	S	410	54	464	1.00E-05	1.00E-03	GCF_028695765.1
Butyricimonas faecalis	2093856	S	195	177	372	1.00E-05	1.00E-03	GCF_928721515.1
Draconibacterium orientale	1168034	S	343	26	369	1.00E-05	1.00E-03	GCF_900111425.1
Candidatus Sulfidibacterium hydrothermale	2875962	S	352	2	354	1.00E-05	1.00E-03	GCF_020149915.1
Prosthecochloris sp. CIB 2401	1868325	S	470	71	541	1.00E-05	1.00E-03	GCF_001687065.1
Prosthecochloris sp. HL-130-GSB	1974213	S	406	36	442	1.00E-05	1.00E-03	GCF_002113825.1
Prosthecochloris aestuarii	1102	S	469	21	490	1.00E-05	1.00E-03	GCF_000020625.1
Pelodictyon phaeoclathratiforme	34090	S	332	10	342	1.00E-05	1.00E-03	GCF_019163155.1
Chlorobium limicola	1092	S	521	32	553	1.00E-05	1.00E-03	GCF_013335765.1
Chlorobium phaeobacteroides	1096	S	432	22	454	1.00E-05	1.00E-03	GCF_000015125.1
Chloroherpeton thalassium	100716	S	652	1	653	1.00E-05	1.00E-03	GCF_000020525.1
Melioribacter roseus	1134405	S	555	12	567	1.00E-05	1.00E-03	GCF_000279145.1
Fibrobacter succinogenes	833	S	590	1	591	1.00E-05	1.00E-03	GCF_023373925.1
Syntrophotalea acetylenivorans	1842532	S	850	41	891	1.00E-05	1.00E-03	GCF_001887775.1
Pseudodesulfovibrio sp. zrk46	2725288	S	749	71	820	1.00E-05	1.00E-03	GCF_012516435.1
Pseudodesulfovibrio sediminis	2810563	S	682	48	730	1.00E-05	1.00E-03	GCF_020886695.1
Pseudodesulfovibrio profundus	57320	S	616	319	935	1.00E-05	1.00E-03	GCF_900217235.1
Pseudodesulfovibrio piezophilus	879567	S	357	37	394	1.00E-05	1.00E-03	GCF_000341895.1
Pseudodesulfovibrio nedwellii	2973072	S	335	25	360	1.00E-05	1.00E-03	GCF_027923765.1
Desulfovibrio mangrovi	2976983	S	909	22	931	1.00E-05	1.00E-03	GCF_026230175.1
Desulfovibrio subterraneus	2718620	S	885	17	902	1.00E-05	1.00E-03	GCF_027558435.1
Desulfovibrio sp. G11	631220	S	723	82	805	1.00E-05	1.00E-03	GCF_900243745.1
Candidatus Desulfovibrio trichonymphae	1725232	S	404	11	415	1.00E-05	1.00E-03	GCF_002355955.1
Maridesulfovibrio salexigens	880	S	306	22	328	1.00E-05	1.00E-03	GCF_000023445.1
Paradesulfovibrio bizertensis	376490	S	411	8	419	1.00E-05	1.00E-03	GCF_021391355.1
Desulfobacter postgatei	2293	S	489	31	520	1.00E-05	1.00E-03	GCF_028703225.1
Desulfobacter hydrogenophilus	2291	S	485	36	521	1.00E-05	1.00E-03	GCF_010499545.1
Desulforapulum autotrophicum	2296	S	518	20	538	1.00E-05	1.00E-03	GCF_000020365.1
Desulfonema magnum	45655	S	669	10	679	1.00E-05	1.00E-03	GCF_017377395.1
Desulfobulbus oligotrophicus	1909699	S	571	150	721	1.00E-05	1.00E-03	GCF_016446285.1
Desulfosediminicola ganghwensis	2569540	S	529	30	559	1.00E-05	1.00E-03	GCF_005116675.2
Desulfopila sp. IMCC35008	2653858	S	407	7	414	1.00E-05	1.00E-03	GCF_010646885.2
Thermosulfurimonas marina	2047767	S	599	31	630	1.00E-05	1.00E-03	GCF_012317585.1
Thermosulfuriphilus ammonigenes	1936021	S	415	9	424	1.00E-05	1.00E-03	GCF_013761125.1
Thermodesulfatator indicus	171695	S	261	75	336	1.00E-05	1.00E-03	GCF_000217795.1
Syntrophus aciditrophicus	316277	S	852	28	880	1.00E-05	1.00E-03	GCF_000013405.1
Leptospirillum ferriphilum	178606	S	286	291	577	1.00E-05	1.00E-03	GCF_900198525.1
Leptospirillum sp. Group II 'CF-1'	1660083	S	208	246	454	1.00E-05	1.00E-03	GCF_001186405.1
Dissulfurispira thermophila	2715679	S	402	0	402	1.00E-05	1.00E-03	GCF_014701235.1
Treponema brennaborense	81028	S	532	147	679	1.00E-05	1.00E-03	GCF_000212415.1
Treponema socranskii	53419	S	425	10	435	1.00E-05	1.00E-03	GCF_963553455.1
Treponema primitia	88058	S	400	33	433	1.00E-05	1.00E-03	GCF_000214375.1
Treponema pallidum	160	S	25	728	753	1.00E-05	1.00E-03	GCF_030384645.1
Spirochaeta africana	46355	S	790	1	791	1.00E-05	1.00E-03	GCF_000242595.2
Breznakiella homolactica	2798577	S	741	54	795	1.00E-05	1.00E-03	GCF_016616095.2
Leadbettera azotonutricia	150829	S	416	21	437	1.00E-05	1.00E-03	GCF_000214355.1
Sphaerochaeta associata	1129264	S	356	30	386	1.00E-05	1.00E-03	GCF_900182845.1
Campylobacter concisus	199	S	425	26	451	1.00E-05	1.00E-03	GCF_020351935.1
Campylobacter jejuni	197	S	60	273	333	1.00E-05	1.00E-03	GCF_032485155.1
Helicobacter pylori	210	S	752	63	815	1.00E-05	1.00E-03	GCF_031670015.1
Nitratifractor salsuginis	269261	S	748	23	771	1.00E-05	1.00E-03	GCF_000186245.1
Hydrogenimonas urashimensis	2740515	S	692	23	715	1.00E-05	1.00E-03	GCF_016593255.1
Hydrogenimonas sp. ISO32	2993563	S	453	28	481	1.00E-05	1.00E-03	GCF_030296055.1
Thermanaerovibrio acidaminovorans	81462	S	705	117	822	1.00E-05	1.00E-03	GCF_937138385.1
Thermanaerovibrio velox	108007	S	407	53	460	1.00E-05	1.00E-03	GCF_000237825.1
Jonquetella anthropi	428712	S	755	84	839	1.00E-05	1.00E-03	GCF_947253985.1
Candidatus Nanosynbacter lyticus	2093824	S	369	316	685	1.00E-05	1.00E-03	GCF_030253515.1
Candidatus Nanosynbacter sp. HMT-352	2899133	S	296	176	472	1.00E-05	1.00E-03	GCF_022819385.1
Candidatus Saccharimonas aalborgensis	1332188	S	385	30	415	1.00E-05	1.00E-03	GCF_000392435.1
Candidatus Mycosynbacter amalyticus	2665156	S	529	1	530	1.00E-05	1.00E-03	GCF_025273655.1
Candidatus Fervidibacter sacchari	1448929	S	640	0	640	1.00E-05	1.00E-03	GCF_030520105.1
Thermotoga caldifontis	1508419	S	331	7	338	1.00E-05	1.00E-03	GCF_000828655.1
Tepiditoga spiralis	2108365	S	317	20	337	1.00E-05	1.00E-03	GCF_014701195.1
Geovibrio thiophilus	139438	S	359	60	419	1.00E-05	1.00E-03	GCF_004087915.1
Streptomyces sp. KY75	2772433	S	13	1195	1208	2.00E-05	2.00E-03	GCF_904440645.1
Mycobacterium shottsii	133549	S	642	675	1317	2.00E-05	2.00E-03	GCF_019456695.2
Mycobacterium liflandii	261524	S	51	1162	1213	2.00E-05	2.00E-03	GCF_000026445.2
Mycobacterium lepromatosis	480418	S	1543	16	1559	2.00E-05	2.00E-03	GCF_000975265.2
Rhodococcus sp. RCBS9	3031999	S	126	904	1030	2.00E-05	2.00E-03	GCF_029457415.1
Rhodococcus sp. C1	644410	S	121	1053	1174	2.00E-05	2.00E-03	GCF_020809065.1
Corynebacterium sp. SCR221107	3017361	S	1357	234	1591	2.00E-05	2.00E-03	GCF_027886475.1
Corynebacterium sp. FDAARGOS 1242	2778078	S	375	757	1132	2.00E-05	2.00E-03	GCF_016889985.1
Corynebacterium ciconiae	227319	S	1494	68	1562	2.00E-05	2.00E-03	GCF_000372385.1
Corynebacterium hindlerae	699041	S	1324	116	1440	2.00E-05	2.00E-03	GCF_017638445.1
Corynebacterium aquilae	203263	S	1305	158	1463	2.00E-05	2.00E-03	GCF_001941445.1
Corynebacterium atrinae	1336740	S	1284	294	1578	2.00E-05	2.00E-03	GCF_030408455.1
Corynebacterium matruchotii	43768	S	1259	28	1287	2.00E-05	2.00E-03	GCF_963550885.1
Corynebacterium zhongnanshanii	2768834	S	1192	129	1321	2.00E-05	2.00E-03	GCF_014490575.1
Corynebacterium endometrii	2488819	S	1190	139	1329	2.00E-05	2.00E-03	GCF_004795735.1
Corynebacterium kroppenstedtii	161879	S	1189	135	1324	2.00E-05	2.00E-03	GCF_030486665.1
Corynebacterium faecale	1758466	S	1115	495	1610	2.00E-05	2.00E-03	GCF_030408735.1
Corynebacterium flavescens	28028	S	1106	283	1389	2.00E-05	2.00E-03	GCF_032061165.1
Corynebacterium renale	1724	S	1043	68	1111	2.00E-05	2.00E-03	GCF_900447255.1
Corynebacterium kalinowskii	2675216	S	1020	476	1496	2.00E-05	2.00E-03	GCF_009734385.1
Corynebacterium camporealensis	161896	S	933	144	1077	2.00E-05	2.00E-03	GCF_000766885.2
Corynebacterium lizhenjunii	2709394	S	909	72	981	2.00E-05	2.00E-03	GCF_011038655.2
Corynebacterium propinquum	43769	S	890	536	1426	2.00E-05	2.00E-03	GCF_030515835.1
Corynebacterium epidermidicanis	1050174	S	850	155	1005	2.00E-05	2.00E-03	GCF_001021025.1
Corynebacterium urogenitale	2487892	S	842	130	972	2.00E-05	2.00E-03	GCF_009026825.1
Corynebacterium pseudodiphtheriticum	37637	S	740	335	1075	2.00E-05	2.00E-03	GCF_030515855.1
Corynebacterium pseudotuberculosis	1719	S	397	671	1068	2.00E-05	2.00E-03	GCF_029674565.1
Corynebacterium ihumii	1232427	S	386	987	1373	2.00E-05	2.00E-03	GCF_028609825.1
Dietzia sp. JS16-p6b	2052657	S	1	1310	1311	2.00E-05	2.00E-03	GCF_003052165.1
Leucobacter coleopterorum	2714933	S	1478	125	1603	2.00E-05	2.00E-03	GCF_011382985.1
Kocuria sp. KD4	2719588	S	833	779	1612	2.00E-05	2.00E-03	GCF_011769905.1
Micrococcus sp. SL257	2995171	S	68	1085	1153	2.00E-05	2.00E-03	GCF_026625585.1
Glutamicibacter mysorens	257984	S	361	1109	1470	2.00E-05	2.00E-03	GCF_024266955.1
Rothia aeria	172042	S	791	258	1049	2.00E-05	2.00E-03	GCF_963555125.1
Rothia dentocariosa	2047	S	649	368	1017	2.00E-05	2.00E-03	GCF_963555005.1
Rothia terrae	396015	S	426	683	1109	2.00E-05	2.00E-03	GCF_031844445.1
Rothia amarae	169480	S	384	632	1016	2.00E-05	2.00E-03	GCF_014705945.2
Paenarthrobacter sp. YJN-D	2735317	S	357	809	1166	2.00E-05	2.00E-03	GCF_015040335.1
Devriesea agamarum	472569	S	1373	101	1474	2.00E-05	2.00E-03	GCF_900070355.1
Dermatophilus congolensis	1863	S	1038	112	1150	2.00E-05	2.00E-03	GCF_017585205.1
Jonesia denitrificans	43674	S	857	262	1119	2.00E-05	2.00E-03	GCF_019048465.1
Cutibacterium sp. CBA3108	3016342	S	1411	151	1562	2.00E-05	2.00E-03	GCF_028021195.1
Cutibacterium modestum	2559073	S	979	251	1230	2.00E-05	2.00E-03	GCF_019704575.1
Schaalia radingae	131110	S	931	182	1113	2.00E-05	2.00E-03	GCF_900106055.1
Schaalia turicensis	131111	S	607	855	1462	2.00E-05	2.00E-03	GCF_019380255.1
Trueperella bialowiezensis	312285	S	1351	43	1394	2.00E-05	2.00E-03	GCF_900637955.1
Flaviflexus ciconiae	2496867	S	1248	297	1545	2.00E-05	2.00E-03	GCF_003971195.1
Arcanobacterium wilhelmae	1803177	S	1252	152	1404	2.00E-05	2.00E-03	GCF_030811505.1
Actinotignum schaalii	59505	S	1283	60	1343	2.00E-05	2.00E-03	GCF_030218365.1
Mobiluncus sp. Marseille-Q7826	3036302	S	595	608	1203	2.00E-05	2.00E-03	GCF_949769255.1
Actinobaculum sp. 313	2495645	S	1225	61	1286	2.00E-05	2.00E-03	GCF_003073475.1
Changpingibacter yushuensis	2758440	S	756	791	1547	2.00E-05	2.00E-03	GCF_014525405.1
Bifidobacterium sp. ESL0764	2983228	S	352	834	1186	2.00E-05	2.00E-03	GCF_029395515.1
Bifidobacterium sp. ESL0800	2983236	S	296	716	1012	2.00E-05	2.00E-03	GCF_029395355.1
Bifidobacterium dentium	1689	S	1263	20	1283	2.00E-05	2.00E-03	GCF_963553815.1
Bifidobacterium actinocoloniiforme	638619	S	1223	19	1242	2.00E-05	2.00E-03	GCF_001263395.1
Bifidobacterium angulatum	1683	S	1217	357	1574	2.00E-05	2.00E-03	GCF_958348195.1
Bifidobacterium thermophilum	33905	S	1128	245	1373	2.00E-05	2.00E-03	GCF_012844045.1
Bifidobacterium catenulatum	1686	S	698	305	1003	2.00E-05	2.00E-03	GCF_958426275.1
Eggerthella sp. YY7918	502558	S	856	527	1383	2.00E-05	2.00E-03	GCF_000270285.1
Slackia heliotrinireducens	84110	S	1469	3	1472	2.00E-05	2.00E-03	GCF_900637575.1
Olsenella sp. oral taxon 807	712411	S	1324	52	1376	2.00E-05	2.00E-03	GCF_001189515.2
Coriobacterium glomerans	33871	S	1440	7	1447	2.00E-05	2.00E-03	GCF_000195315.1
Bacillus paranthracis	2026186	S	142	969	1111	2.00E-05	2.00E-03	GCF_031317185.1
Bacillus sp. 1NLA3E	666686	S	1100	196	1296	2.00E-05	2.00E-03	GCF_000242895.2
Bacillus sp. FJAT-18017	1705566	S	1032	143	1175	2.00E-05	2.00E-03	GCF_001278805.1
Bacillus sp. S3	486398	S	859	129	988	2.00E-05	2.00E-03	GCF_005154805.1
Bacillus sp. N5-665	2925318	S	563	721	1284	2.00E-05	2.00E-03	GCF_022637375.1
Bacillus sp. E25	393065	S	4	1464	1468	2.00E-05	2.00E-03	GCF_003429225.1
Bacillus dafuensis	1742359	S	1111	236	1347	2.00E-05	2.00E-03	GCF_007995155.1
Bacillus altitudinis	293387	S	336	668	1004	2.00E-05	2.00E-03	GCF_031854405.1
Neobacillus sp. 114	3048535	S	1191	241	1432	2.00E-05	2.00E-03	GCF_030127045.1
Neobacillus sp. SuZ13	3047875	S	1075	304	1379	2.00E-05	2.00E-03	GCF_030123365.1
Neobacillus sp. OS1-33	3070683	S	977	297	1274	2.00E-05	2.00E-03	GCF_030915405.1
Neobacillus sp. PS3-40	3070679	S	888	149	1037	2.00E-05	2.00E-03	GCF_030915485.1
Neobacillus sp. WH10	3047873	S	878	178	1056	2.00E-05	2.00E-03	GCF_030123405.1
Neobacillus sp. Marseille-Q6967	2963105	S	871	246	1117	2.00E-05	2.00E-03	GCF_946151075.1
Neobacillus cucumis	1740721	S	1150	25	1175	2.00E-05	2.00E-03	GCF_031324245.1
Neobacillus mesonae	1193713	S	1103	217	1320	2.00E-05	2.00E-03	GCF_030316255.1
Neobacillus drentensis	220684	S	894	245	1139	2.00E-05	2.00E-03	GCF_031457825.1
Peribacillus butanolivorans	421767	S	1039	162	1201	2.00E-05	2.00E-03	GCF_023892995.1
Cytobacillus solani	1637975	S	926	148	1074	2.00E-05	2.00E-03	GCF_023823875.1
Cytobacillus oceanisediminis	665099	S	191	1019	1210	2.00E-05	2.00E-03	GCF_030223485.1
Heyndrickxia coagulans	1398	S	705	730	1435	2.00E-05	2.00E-03	GCF_032461435.1
Oceanobacillus zhaokaii	2052660	S	1000	72	1072	2.00E-05	2.00E-03	GCF_003352005.1
Psychrobacillus sp. INOP01	2829187	S	908	167	1075	2.00E-05	2.00E-03	GCF_018140925.1
Rossellomorea marisflavi	189381	S	872	166	1038	2.00E-05	2.00E-03	GCF_031324195.1
Paenibacillus sp. JDR-2	324057	S	1436	67	1503	2.00E-05	2.00E-03	GCF_000023585.1
Paenibacillus sp. sptzw28	715179	S	1092	39	1131	2.00E-05	2.00E-03	GCF_019550795.1
Paenibacillus sp. PSB04	2866810	S	1039	572	1611	2.00E-05	2.00E-03	GCF_025809195.1
Paenibacillus sp. HWE-109	1306526	S	985	43	1028	2.00E-05	2.00E-03	GCF_022163125.1
Paenibacillus sp. JZ16	1906272	S	977	112	1089	2.00E-05	2.00E-03	GCF_015326965.1
Paenibacillus sp. URB8-2	2741301	S	913	90	1003	2.00E-05	2.00E-03	GCF_013393385.1
Paenibacillus sp. PAMC21692	2762320	S	724	347	1071	2.00E-05	2.00E-03	GCF_014303795.1
Paenibacillus sp. IHB B 3084	867076	S	693	293	986	2.00E-05	2.00E-03	GCF_001447315.1
Paenibacillus chitinolyticus	79263	S	1546	59	1605	2.00E-05	2.00E-03	GCF_026797105.1
Paenibacillus durus	44251	S	1455	143	1598	2.00E-05	2.00E-03	GCF_000756615.1
Paenibacillus stellifer	169760	S	1412	155	1567	2.00E-05	2.00E-03	GCF_000758685.1
Paenibacillus albus	2495582	S	1259	70	1329	2.00E-05	2.00E-03	GCF_003952225.1
Paenibacillus cellulosilyticus	375489	S	1194	55	1249	2.00E-05	2.00E-03	GCF_013347265.1
Paenibacillus ihbetae	1870820	S	1185	81	1266	2.00E-05	2.00E-03	GCF_007680985.1
Paenibacillus donghaensis	414771	S	1164	56	1220	2.00E-05	2.00E-03	GCF_015230315.1
Paenibacillus tritici	1873425	S	1148	85	1233	2.00E-05	2.00E-03	GCF_018207515.1
Paenibacillus guangzhouensis	1473112	S	1048	53	1101	2.00E-05	2.00E-03	GCF_009363075.1
Paenibacillus sabinae	365617	S	988	122	1110	2.00E-05	2.00E-03	GCF_000612505.1
Paenibacillus cellulositrophicus	562959	S	879	483	1362	2.00E-05	2.00E-03	GCF_023714445.1
Paenibacillus pabuli	1472	S	873	195	1068	2.00E-05	2.00E-03	GCF_023101145.1
Paenibacillus agaridevorans	171404	S	754	662	1416	2.00E-05	2.00E-03	GCF_018604145.1
Paenibacillus amylolyticus	1451	S	687	564	1251	2.00E-05	2.00E-03	GCF_031455915.1
Paenibacillus peoriae	59893	S	163	1046	1209	2.00E-05	2.00E-03	GCF_031456215.1
Brevibacillus sp. BB3-R1	2950604	S	903	71	974	2.00E-05	2.00E-03	GCF_023746555.1
Brevibacillus brevis	1393	S	1386	215	1601	2.00E-05	2.00E-03	GCF_031583145.1
Brevibacillus laterosporus	1465	S	816	537	1353	2.00E-05	2.00E-03	GCF_032094315.1
Brevibacillus parabrevis	54914	S	246	905	1151	2.00E-05	2.00E-03	GCF_963523105.1
Brevibacillus agri	51101	S	203	1247	1450	2.00E-05	2.00E-03	GCF_031581545.1
Cohnella cholangitidis	2598458	S	1183	116	1299	2.00E-05	2.00E-03	GCF_014107495.1
Alicyclobacillus sp. ALC3	2796143	S	1564	33	1597	2.00E-05	2.00E-03	GCF_028751195.1
Kyrpidia spormannii	2055160	S	945	395	1340	2.00E-05	2.00E-03	GCF_018802245.1
Kyrpidia tusciae	33943	S	723	502	1225	2.00E-05	2.00E-03	GCF_014896655.1
Sporosarcina sp. Marseille-Q4943	2942204	S	1100	141	1241	2.00E-05	2.00E-03	GCF_943736995.1
Sporosarcina sp. 0.2-SM1T-5	3056445	S	909	120	1029	2.00E-05	2.00E-03	GCF_030406775.1
Kroppenstedtia eburnea	714067	S	1143	65	1208	2.00E-05	2.00E-03	GCF_013282215.1
Staphylospora marina	2490858	S	1185	88	1273	2.00E-05	2.00E-03	GCF_003856495.1
Listeria monocytogenes	1639	S	258	717	975	2.00E-05	2.00E-03	GCF_032485395.1
Limosilactobacillus fermentum	1613	S	726	400	1126	2.00E-05	2.00E-03	GCF_031460995.1
Enterococcus faecalis	1351	S	409	611	1020	2.00E-05	2.00E-03	GCF_032209565.1
Enterococcus faecium	1352	S	171	817	988	2.00E-05	2.00E-03	GCF_032376485.1
Faecalibacterium sp. I3-3-89	2929493	S	833	480	1313	2.00E-05	2.00E-03	GCF_023347275.1
